"id","pmid","title","author","refrence","link"
"4824","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4825","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4826","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4827","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4828","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4829","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4830","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4831","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4832","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4833","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4834","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4835","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4836","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4837","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4838","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4839","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4840","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4841","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4842","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4843","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4844","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4845","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4846","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4847","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4848","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4849","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4850","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4851","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4852","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4853","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4854","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4855","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4856","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4857","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4858","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4859","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4860","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4861","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4862","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4863","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4864","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4865","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4866","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4867","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4868","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4869","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4870","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4871","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4872","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4873","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4874","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4875","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4876","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4877","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4878","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4879","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4880","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4881","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4882","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4883","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4884","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4885","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4886","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4887","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4888","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4889","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4890","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4891","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4892","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4893","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4894","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4895","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4896","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4897","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4898","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4899","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4900","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4901","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4902","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4903","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4904","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4905","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4906","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4907","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4908","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4909","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4910","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4911","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4912","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4913","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4914","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4915","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4916","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4917","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4918","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4919","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4920","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4921","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4922","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4923","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4924","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4925","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4926","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4927","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4928","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4929","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4930","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4931","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4932","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4933","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4934","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4935","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4936","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4937","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4938","23871047","What are the ideal properties for functional food peptides with antihypertensive effect? A computational peptidology approach.","Zhou P et al.","Food Chem. 2013 Dec 1;141(3):2967-73.","http://www.ncbi.nlm.nih.gov/pubmed?term=23871047"
"4939","4939_link","Characterization of novel Antihypertensive Angiotensin I-Converting Enzyme Inhibitory Peptides from the Edible Mushrooms )","ND","5th International conference on Mushroom biology and mushroom products, 2005","ND"
"4940","4940_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S0022286013002068"
"4941","4941_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4942","4942_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4943","4943_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4944","4944_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4945","4945_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4946","4946_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4947","4947_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4948","4948_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
"4949","4949_link","Is the structural diversity of tripeptides sufficient for developing functional food additives with satisfactory multiple bioactivities?","Jian-Hui Wang et al.,","Journal of Molecular Structure 1040 (2013) 164-170","http://www.sciencedirect.com/science/article/pii/S-0000000572296876"
